particle,fluid,phi,T,size,k_ratio
CuO,EG,0.015,60,6.00E-08,1.158704081
CuO,EG,0.025,50,1.25E-07,1.158748257
Al2O3,H2O,0.025,45,3.00E-08,1.158768239
CuO,H2O,0.03,40,4.00E-08,1.158998813
Al2O3,H2O,0.045,50,8.00E-08,1.15914159
CuO,EG,0.025,35,2.00E-08,1.159534672
CuO,EG,0.01,55,2.00E-08,1.160023547
Al2O3,H2O,0.04,40,4.00E-08,1.160200611
Al2O3,H2O,0.045,45,6.00E-08,1.160215744
CuO,H2O,0.04,55,1.25E-07,1.160312715
CuO,EG,0.01,60,3.00E-08,1.160541448
CuO,EG,0.025,45,6.00E-08,1.160712428
Al2O3,H2O,0.045,55,1.00E-07,1.160748996
Al2O3,H2O,0.03,60,8.00E-08,1.160897869
CuO,EG,0.03,25,1.50E-07,1.160963325
CuO,EG,0.03,30,1.50E-07,1.161146734
Al2O3,H2O,0.05,50,9.00E-08,1.161220753
CuO,EG,0.03,25,1.25E-07,1.161238575
CuO,H2O,0.005,50,1.00E-08,1.161253588
Al2O3,H2O,0.025,55,5.00E-08,1.161362071
CuO,EG,0.03,20,1.50E-07,1.161397864
CuO,H2O,0.04,30,3.00E-08,1.1614559
CuO,EG,0.03,20,1.25E-07,1.161493427
CuO,EG,0.03,35,1.50E-07,1.161571583
CuO,EG,0.03,20,1.00E-07,1.161636772
CuO,EG,0.03,25,1.00E-07,1.161651451
CuO,EG,0.03,20,9.00E-08,1.161716408
CuO,EG,0.03,30,1.25E-07,1.161721564
CuO,EG,0.03,20,8.00E-08,1.161815953
CuO,EG,0.03,25,9.00E-08,1.161880826
CuO,EG,0.03,20,7.00E-08,1.161943939
CuO,EG,0.03,20,6.00E-08,1.162114588
CuO,H2O,0.05,20,2.00E-08,1.16214699
CuO,EG,0.03,25,8.00E-08,1.162167545
CuO,H2O,0.05,30,4.00E-08,1.162321446
CuO,EG,0.03,20,5.00E-08,1.162353496
CuO,H2O,0.04,35,4.00E-08,1.162405682
CuO,EG,0.03,35,1.25E-07,1.162490661
CuO,EG,0.03,25,7.00E-08,1.162536184
CuO,EG,0.03,30,1.00E-07,1.162583809
CuO,EG,0.025,40,3.00E-08,1.162671409
CuO,EG,0.03,20,4.00E-08,1.162711858
CuO,H2O,0.015,55,4.00E-08,1.163014768
CuO,EG,0.02,50,5.00E-08,1.163024464
CuO,EG,0.03,25,6.00E-08,1.163027702
CuO,EG,0.03,30,9.00E-08,1.163062834
Al2O3,H2O,0.03,35,2.00E-08,1.163249218
CuO,EG,0.03,20,3.00E-08,1.163309128
CuO,EG,0.03,40,1.50E-07,1.163599169
CuO,H2O,0.025,55,7.00E-08,1.163605671
CuO,EG,0.03,30,8.00E-08,1.163661615
CuO,EG,0.03,25,5.00E-08,1.163715828
Al2O3,H2O,0.02,60,5.00E-08,1.163789033
CuO,EG,0.03,35,1.00E-07,1.163869277
Al2O3,H2O,0.05,25,2.00E-08,1.164235989
Al2O3,H2O,0.02,50,3.00E-08,1.164349015
CuO,EG,0.03,30,7.00E-08,1.164431477
CuO,EG,0.025,55,1.50E-07,1.164440473
CuO,EG,0.03,20,2.00E-08,1.164503667
CuO,EG,0.03,35,9.00E-08,1.164635175
CuO,EG,0.02,55,7.00E-08,1.164694307
Al2O3,H2O,0.04,45,5.00E-08,1.164737032
CuO,EG,0.03,25,4.00E-08,1.164748016
Al2O3,H2O,0.03,55,6.00E-08,1.164811656
CuO,H2O,0.03,45,5.00E-08,1.165022202
Al2O3,H2O,0.045,60,1.25E-07,1.165039691
CuO,EG,0.03,40,1.25E-07,1.165179495
CuO,H2O,0.035,45,6.00E-08,1.165180182
CuO,H2O,0.01,50,2.00E-08,1.165226553
CuO,H2O,0.035,50,8.00E-08,1.165431298
CuO,EG,0.03,30,6.00E-08,1.165457959
CuO,H2O,0.05,50,1.25E-07,1.165554145
CuO,EG,0.03,35,8.00E-08,1.165592548
CuO,H2O,0.025,60,9.00E-08,1.165667541
CuO,H2O,0.02,60,7.00E-08,1.16602961
CuO,H2O,0.04,25,2.00E-08,1.166030071
CuO,EG,0.025,50,1.00E-07,1.166253644
CuO,H2O,0.04,45,7.00E-08,1.166454313
CuO,EG,0.03,25,3.00E-08,1.16646833
CuO,H2O,0.03,20,1.00E-08,1.166671976
CuO,H2O,0.025,45,4.00E-08,1.166817488
CuO,EG,0.03,35,7.00E-08,1.166823455
CuO,EG,0.03,30,5.00E-08,1.166895034
CuO,EG,0.025,45,5.00E-08,1.167007787
CuO,EG,0.03,40,1.00E-07,1.167549984
CuO,EG,0.02,60,1.00E-07,1.16781446
CuO,EG,0.025,30,1.00E-08,1.167820699
CuO,EG,0.03,20,1.00E-08,1.168087286
Al2O3,H2O,0.03,25,1.00E-08,1.168137187
Al2O3,H2O,0.035,55,7.00E-08,1.168261241
Al2O3,H2O,0.05,40,5.00E-08,1.168333825
CuO,H2O,0.045,45,8.00E-08,1.168426039
CuO,EG,0.03,35,6.00E-08,1.168464665
CuO,H2O,0.03,30,2.00E-08,1.16849004
CuO,H2O,0.035,55,1.00E-07,1.168519998
CuO,EG,0.03,40,9.00E-08,1.168866922
CuO,EG,0.03,30,4.00E-08,1.169050647
CuO,H2O,0.015,50,3.00E-08,1.169199517
CuO,H2O,0.05,40,7.00E-08,1.169247205
Al2O3,H2O,0.035,60,9.00E-08,1.169396287
CuO,H2O,0.025,40,3.00E-08,1.16973544
CuO,H2O,0.015,60,5.00E-08,1.169741238
CuO,EG,0.03,25,2.00E-08,1.169908959
CuO,EG,0.03,45,1.50E-07,1.170191625
CuO,EG,0.025,50,9.00E-08,1.170423303
CuO,EG,0.03,40,8.00E-08,1.170513095
CuO,EG,0.03,35,5.00E-08,1.17076236
CuO,H2O,0.05,45,9.00E-08,1.170862829
CuO,H2O,0.05,35,5.00E-08,1.17094352
CuO,H2O,0.04,60,1.50E-07,1.171280448
CuO,H2O,0.045,40,6.00E-08,1.171472648
CuO,H2O,0.04,50,9.00E-08,1.171588715
CuO,EG,0.025,55,1.25E-07,1.17169027
Al2O3,H2O,0.04,55,8.00E-08,1.171710826
Al2O3,H2O,0.04,30,2.00E-08,1.171844954
CuO,H2O,0.02,45,3.00E-08,1.172519306
CuO,EG,0.03,40,7.00E-08,1.172629604
CuO,EG,0.03,30,3.00E-08,1.172643335
Al2O3,H2O,0.04,20,1.00E-08,1.173007745
CuO,H2O,0.02,50,4.00E-08,1.173172482
CuO,EG,0.03,45,1.25E-07,1.173213397
Al2O3,H2O,0.025,60,6.00E-08,1.173334188
Al2O3,H2O,0.035,45,4.00E-08,1.17344389
CuO,H2O,0.05,55,1.50E-07,1.173489586
CuO,EG,0.03,35,4.00E-08,1.174208901
CuO,H2O,0.035,60,1.25E-07,1.174489642
CuO,H2O,0.03,55,8.00E-08,1.174709683
CuO,EG,0.02,55,6.00E-08,1.175051159
CuO,EG,0.02,60,9.00E-08,1.175112957
Al2O3,H2O,0.01,45,1.00E-08,1.175122482
CuO,EG,0.015,60,5.00E-08,1.175125699
Al2O3,H2O,0.045,55,9.00E-08,1.175160411
CuO,EG,0.03,40,6.00E-08,1.175451614
CuO,EG,0.025,50,8.00E-08,1.175635378
Al2O3,H2O,0.045,35,3.00E-08,1.17616615
CuO,H2O,0.04,40,5.00E-08,1.176251446
CuO,EG,0.025,45,4.00E-08,1.176450824
Al2O3,H2O,0.05,50,8.00E-08,1.176823989
Al2O3,H2O,0.04,60,1.00E-07,1.176847967
CuO,H2O,0.02,55,5.00E-08,1.177001063
CuO,H2O,0.025,50,5.00E-08,1.177145447
Al2O3,H2O,0.045,50,7.00E-08,1.177196764
CuO,H2O,0.045,50,1.00E-07,1.177309243
Al2O3,H2O,0.035,40,3.00E-08,1.177411964
CuO,EG,0.03,45,1.00E-07,1.177746055
Al2O3,H2O,0.05,45,6.00E-08,1.178017493
CuO,EG,0.02,50,4.00E-08,1.178035238
Al2O3,H2O,0.05,55,1.00E-07,1.178609996
Al2O3,H2O,0.04,50,6.00E-08,1.178906959
CuO,EG,0.02,45,2.00E-08,1.178932808
CuO,EG,0.025,40,2.00E-08,1.179133139
CuO,EG,0.03,40,5.00E-08,1.17940243
Al2O3,H2O,0.015,50,2.00E-08,1.179433412
CuO,H2O,0.035,35,3.00E-08,1.179512485
CuO,EG,0.03,30,2.00E-08,1.179828711
Al2O3,H2O,0.025,40,2.00E-08,1.17991773
CuO,EG,0.03,35,3.00E-08,1.179953136
Al2O3,H2O,0.045,40,4.00E-08,1.180225688
CuO,EG,0.03,25,1.00E-08,1.180230844
CuO,EG,0.03,45,9.00E-08,1.180264198
CuO,H2O,0.045,55,1.25E-07,1.180351804
Al2O3,H2O,0.03,60,7.00E-08,1.181084936
CuO,H2O,0.03,50,6.00E-08,1.181118411
CuO,H2O,0.03,60,1.00E-07,1.181215871
CuO,H2O,0.045,30,3.00E-08,1.181637888
CuO,H2O,0.025,35,2.00E-08,1.181662508
CuO,EG,0.025,50,7.00E-08,1.182336616
CuO,EG,0.025,60,1.50E-07,1.182398712
CuO,EG,0.025,55,1.00E-07,1.182564965
CuO,H2O,0.045,35,4.00E-08,1.182706392
Al2O3,H2O,0.035,50,5.00E-08,1.182757026
CuO,EG,0.02,40,1.00E-08,1.182814664
Al2O3,H2O,0.02,45,2.00E-08,1.182822184
Al2O3,H2O,0.05,60,1.25E-07,1.183377434
CuO,EG,0.03,45,8.00E-08,1.183411877
CuO,H2O,0.01,60,3.00E-08,1.183501538
CuO,H2O,0.025,60,8.00E-08,1.183985435
CuO,H2O,0.035,55,9.00E-08,1.184212427
CuO,EG,0.02,60,8.00E-08,1.184236078
CuO,EG,0.03,50,1.50E-07,1.184493598
CuO,H2O,0.025,25,1.00E-08,1.184963653
CuO,H2O,0.035,50,7.00E-08,1.185091376
CuO,EG,0.03,40,4.00E-08,1.185328653
Al2O3,H2O,0.045,45,5.00E-08,1.185329161
CuO,H2O,0.035,40,4.00E-08,1.185498615
CuO,EG,0.015,55,3.00E-08,1.185661845
CuO,H2O,0.045,25,2.00E-08,1.18678383
CuO,H2O,0.01,40,1.00E-08,1.187050749
CuO,H2O,0.05,45,8.00E-08,1.187140044
CuO,H2O,0.045,45,7.00E-08,1.187261102
CuO,EG,0.03,45,7.00E-08,1.187458893
CuO,H2O,0.025,55,6.00E-08,1.187624695
Al2O3,H2O,0.035,60,8.00E-08,1.187714181
CuO,EG,0.035,25,1.50E-07,1.187790546
CuO,H2O,0.015,45,2.00E-08,1.187987453
CuO,EG,0.035,30,1.50E-07,1.188004523
CuO,EG,0.035,25,1.25E-07,1.188111671
CuO,EG,0.025,35,1.00E-08,1.188255847
CuO,EG,0.035,20,1.50E-07,1.188297508
CuO,EG,0.035,20,1.25E-07,1.188408998
CuO,EG,0.035,35,1.50E-07,1.18850018
CuO,EG,0.035,20,1.00E-07,1.188576234
CuO,EG,0.035,25,1.00E-07,1.188593359
CuO,EG,0.025,55,9.00E-08,1.188606462
CuO,EG,0.035,20,9.00E-08,1.188669143
CuO,EG,0.035,30,1.25E-07,1.188675158
CuO,H2O,0.04,45,6.00E-08,1.18877735
CuO,EG,0.035,20,8.00E-08,1.188785278
CuO,EG,0.035,25,9.00E-08,1.188860964
CuO,EG,0.035,20,7.00E-08,1.188934596
CuO,H2O,0.04,50,8.00E-08,1.18906434
CuO,EG,0.035,20,6.00E-08,1.189133686
CuO,EG,0.035,25,8.00E-08,1.189195469
CuO,EG,0.035,20,5.00E-08,1.189412412
CuO,EG,0.02,55,5.00E-08,1.189550753
CuO,EG,0.035,35,1.25E-07,1.189572438
CuO,EG,0.035,25,7.00E-08,1.189625548
CuO,EG,0.035,30,1.00E-07,1.18968111
CuO,EG,0.005,60,1.00E-08,1.189748178
CuO,EG,0.015,50,2.00E-08,1.189816832
CuO,EG,0.035,20,4.00E-08,1.189830501
CuO,EG,0.035,25,6.00E-08,1.190198986
CuO,EG,0.035,30,9.00E-08,1.190239973
Al2O3,H2O,0.03,50,4.00E-08,1.190351871
Al2O3,H2O,0.035,35,2.00E-08,1.190457421
CuO,EG,0.03,50,1.25E-07,1.190497908
Al2O3,H2O,0.03,45,3.00E-08,1.190521886
CuO,H2O,0.05,40,6.00E-08,1.190525164
CuO,EG,0.035,20,3.00E-08,1.190527315
CuO,EG,0.015,45,1.00E-08,1.190857829
CuO,EG,0.035,40,1.50E-07,1.190865697
CuO,EG,0.035,30,8.00E-08,1.190938551
CuO,EG,0.035,25,5.00E-08,1.191001799
CuO,H2O,0.02,60,6.00E-08,1.191151294
CuO,EG,0.035,35,1.00E-07,1.191180824
CuO,EG,0.025,50,6.00E-08,1.191271601
CuO,EG,0.03,35,2.00E-08,1.191441606
Al2O3,H2O,0.005,60,1.00E-08,1.191677358
CuO,EG,0.035,30,7.00E-08,1.191836723
CuO,EG,0.035,20,2.00E-08,1.191920945
Al2O3,H2O,0.025,30,1.00E-08,1.192042588
CuO,EG,0.035,35,9.00E-08,1.192074371
CuO,EG,0.025,45,3.00E-08,1.192189219
CuO,EG,0.035,25,4.00E-08,1.192206019
Al2O3,H2O,0.035,55,6.00E-08,1.192280265
Al2O3,H2O,0.04,55,7.00E-08,1.192298561
CuO,H2O,0.035,45,5.00E-08,1.192525902
CuO,H2O,0.04,55,1.00E-07,1.192594283
CuO,H2O,0.045,60,1.50E-07,1.192690504
CuO,EG,0.035,40,1.25E-07,1.192709411
CuO,EG,0.03,45,6.00E-08,1.192854914
CuO,EG,0.035,30,6.00E-08,1.193034286
CuO,H2O,0.045,50,9.00E-08,1.193037305
Al2O3,H2O,0.045,55,8.00E-08,1.193174679
CuO,EG,0.035,35,8.00E-08,1.193191306
Al2O3,H2O,0.045,30,2.00E-08,1.193325573
CuO,EG,0.025,60,1.25E-07,1.193346457
Al2O3,H2O,0.04,60,9.00E-08,1.193595756
Al2O3,H2O,0.03,55,5.00E-08,1.193634485
CuO,EG,0.035,25,3.00E-08,1.194213052
CuO,H2O,0.035,20,1.00E-08,1.194450638
Al2O3,H2O,0.05,55,9.00E-08,1.194622679
CuO,EG,0.035,35,7.00E-08,1.194627365
Al2O3,H2O,0.045,20,1.00E-08,1.194633713
CuO,EG,0.035,30,5.00E-08,1.194710873
Al2O3,H2O,0.01,60,2.00E-08,1.194942091
CuO,EG,0.03,40,3.00E-08,1.195205691
CuO,H2O,0.02,40,2.00E-08,1.195366638
CuO,EG,0.035,40,1.00E-07,1.195474981
Al2O3,H2O,0.05,35,3.00E-08,1.195740167
CuO,EG,0.02,60,7.00E-08,1.195965805
CuO,EG,0.035,20,1.00E-08,1.196101834
CuO,EG,0.025,55,8.00E-08,1.196158334
Al2O3,H2O,0.035,25,1.00E-08,1.196160052
CuO,H2O,0.03,55,7.00E-08,1.196326805
CuO,EG,0.035,35,6.00E-08,1.19654211
CuO,H2O,0.035,30,2.00E-08,1.196571714
Al2O3,H2O,0.05,50,7.00E-08,1.196885293
CuO,H2O,0.05,50,1.00E-07,1.197010269
CuO,EG,0.035,40,9.00E-08,1.197011409
CuO,EG,0.035,30,4.00E-08,1.197225755
CuO,EG,0.03,55,1.50E-07,1.197328568
Al2O3,H2O,0.025,55,4.00E-08,1.197390607
Al2O3,H2O,0.015,60,3.00E-08,1.198206825
Al2O3,H2O,0.04,45,4.00E-08,1.198221588
CuO,EG,0.035,25,2.00E-08,1.198227119
CuO,H2O,0.045,40,5.00E-08,1.198282876
CuO,EG,0.035,45,1.50E-07,1.198556896
CuO,H2O,0.03,60,9.00E-08,1.198801049
CuO,EG,0.035,40,8.00E-08,1.198931945
Al2O3,H2O,0.045,60,1.00E-07,1.198953963
CuO,EG,0.035,35,5.00E-08,1.199222753
CuO,H2O,0.04,60,1.25E-07,1.199416733
CuO,EG,0.03,50,1.00E-07,1.199504373
CuO,EG,0.015,60,4.00E-08,1.199758126
CuO,H2O,0.03,45,4.00E-08,1.200180986
Al2O3,H2O,0.05,40,4.00E-08,1.200250764
CuO,H2O,0.05,55,1.25E-07,1.200390894
CuO,EG,0.03,45,5.00E-08,1.200409344
Al2O3,H2O,0.02,35,1.00E-08,1.200443048
Al2O3,H2O,0.045,50,6.00E-08,1.201270329
CuO,EG,0.03,30,1.00E-08,1.201384839
CuO,EG,0.035,40,7.00E-08,1.201401204
CuO,EG,0.035,30,3.00E-08,1.201417224
Al2O3,H2O,0.02,60,4.00E-08,1.201471558
CuO,EG,0.01,50,1.00E-08,1.201598426
CuO,H2O,0.05,30,3.00E-08,1.201819875
CuO,EG,0.035,45,1.25E-07,1.202082296
Al2O3,H2O,0.04,40,3.00E-08,1.20275653
CuO,H2O,0.05,35,4.00E-08,1.203007103
CuO,EG,0.02,50,3.00E-08,1.203053195
CuO,EG,0.035,35,4.00E-08,1.203243717
CuO,H2O,0.03,40,3.00E-08,1.203682528
Al2O3,H2O,0.015,40,1.00E-08,1.203701455
CuO,EG,0.025,50,5.00E-08,1.20378058
CuO,H2O,0.035,55,8.00E-08,1.203827964
CuO,EG,0.03,50,9.00E-08,1.204507964
CuO,EG,0.035,40,6.00E-08,1.20469355
Al2O3,H2O,0.025,60,5.00E-08,1.204736292
CuO,H2O,0.04,35,3.00E-08,1.205157125
CuO,H2O,0.015,35,1.00E-08,1.205188252
Al2O3,H2O,0.025,50,3.00E-08,1.205436268
CuO,H2O,0.005,55,1.00E-08,1.205658108
CuO,EG,0.025,55,7.00E-08,1.205867883
Al2O3,H2O,0.05,45,5.00E-08,1.20592129
Al2O3,H2O,0.02,55,3.00E-08,1.205950534
CuO,EG,0.03,55,1.25E-07,1.206028324
CuO,H2O,0.02,30,1.00E-08,1.207122924
CuO,EG,0.035,45,1.00E-07,1.207370397
CuO,H2O,0.025,60,7.00E-08,1.207537013
CuO,H2O,0.05,25,2.00E-08,1.207537589
Al2O3,H2O,0.03,60,6.00E-08,1.208001025
CuO,H2O,0.05,45,7.00E-08,1.208067891
Al2O3,H2O,0.04,50,5.00E-08,1.208865173
CuO,EG,0.035,40,5.00E-08,1.209302835
CuO,H2O,0.015,60,4.00E-08,1.209307889
CuO,H2O,0.01,55,2.00E-08,1.209556414
CuO,EG,0.025,60,1.00E-07,1.209768075
CuO,EG,0.035,30,2.00E-08,1.209800163
CuO,EG,0.035,35,3.00E-08,1.209945325
CuO,EG,0.035,25,1.00E-08,1.210269318
CuO,EG,0.035,45,9.00E-08,1.210308231
CuO,H2O,0.04,55,9.00E-08,1.210528488
CuO,EG,0.03,50,8.00E-08,1.210762453
Al2O3,H2O,0.035,60,7.00E-08,1.211265759
CuO,EG,0.02,55,4.00E-08,1.211300143
CuO,H2O,0.035,50,6.00E-08,1.211304813
CuO,H2O,0.035,60,1.00E-07,1.211418516
CuO,H2O,0.04,50,7.00E-08,1.211533001
CuO,EG,0.02,60,6.00E-08,1.211605442
CuO,EG,0.03,45,4.00E-08,1.211740988
CuO,H2O,0.04,40,4.00E-08,1.211998418
CuO,H2O,0.045,45,6.00E-08,1.212374519
CuO,H2O,0.03,50,5.00E-08,1.212574536
CuO,H2O,0.045,50,8.00E-08,1.212697383
CuO,H2O,0.015,55,3.00E-08,1.213454719
CuO,EG,0.035,45,8.00E-08,1.213980523
CuO,H2O,0.05,60,1.50E-07,1.21410056
CuO,H2O,0.05,50,9.00E-08,1.214485894
Al2O3,H2O,0.04,60,8.00E-08,1.214530492
CuO,EG,0.04,25,1.50E-07,1.214617767
Al2O3,H2O,0.05,55,8.00E-08,1.214638532
Al2O3,H2O,0.05,30,2.00E-08,1.214806193
CuO,EG,0.04,30,1.50E-07,1.214862311
CuO,EG,0.03,40,2.00E-08,1.214959767
CuO,EG,0.04,25,1.25E-07,1.214984767
CuO,EG,0.04,20,1.50E-07,1.215197152
CuO,EG,0.035,50,1.50E-07,1.215242531
CuO,EG,0.01,60,2.00E-08,1.215280175
CuO,EG,0.04,20,1.25E-07,1.21532457
CuO,EG,0.04,35,1.50E-07,1.215428778
CuO,EG,0.04,20,1.00E-07,1.215515696
CuO,EG,0.04,25,1.00E-07,1.215535268
CuO,EG,0.04,20,9.00E-08,1.215621877
CuO,EG,0.04,30,1.25E-07,1.215628752
CuO,H2O,0.025,45,3.00E-08,1.215649133
CuO,EG,0.04,20,8.00E-08,1.215754604
CuO,EG,0.04,25,9.00E-08,1.215841101
Al2O3,H2O,0.03,40,2.00E-08,1.215901276
CuO,EG,0.04,20,7.00E-08,1.215925252
CuO,EG,0.04,20,6.00E-08,1.216152784
CuO,EG,0.035,40,4.00E-08,1.216216761
CuO,EG,0.04,25,8.00E-08,1.216223393
Al2O3,H2O,0.05,20,1.00E-08,1.216259681
Al2O3,H2O,0.045,55,7.00E-08,1.216335881
CuO,H2O,0.025,50,4.00E-08,1.216465603
CuO,EG,0.04,20,5.00E-08,1.216471328
CuO,EG,0.04,35,1.25E-07,1.216654215
CuO,H2O,0.045,55,1.00E-07,1.216668569
CuO,EG,0.04,25,7.00E-08,1.216714912
CuO,EG,0.04,30,1.00E-07,1.216778412
CuO,EG,0.04,20,4.00E-08,1.216949144
CuO,H2O,0.02,55,4.00E-08,1.217353024
CuO,EG,0.04,25,6.00E-08,1.217370269
CuO,EG,0.04,30,9.00E-08,1.217417112
Al2O3,H2O,0.04,35,2.00E-08,1.217665624
CuO,EG,0.04,20,3.00E-08,1.217745503
Al2O3,H2O,0.045,60,9.00E-08,1.217795226
CuO,H2O,0.03,35,2.00E-08,1.217995009
CuO,EG,0.04,40,1.50E-07,1.218132225
CuO,EG,0.04,30,8.00E-08,1.218215487
CuO,EG,0.04,25,5.00E-08,1.21828777
CuO,EG,0.04,35,1.00E-07,1.21849237
CuO,EG,0.035,45,7.00E-08,1.218702042
CuO,EG,0.03,50,7.00E-08,1.21880394
CuO,EG,0.025,55,6.00E-08,1.218813949
CuO,EG,0.03,60,1.50E-07,1.218878454
CuO,EG,0.025,60,9.00E-08,1.218891196
CuO,EG,0.03,55,1.00E-07,1.219077958
CuO,EG,0.04,30,7.00E-08,1.219241969
CuO,EG,0.04,20,2.00E-08,1.219338223
CuO,EG,0.04,35,9.00E-08,1.219513567
CuO,EG,0.04,25,4.00E-08,1.219664022
Al2O3,H2O,0.04,55,6.00E-08,1.219748874
CuO,H2O,0.04,45,5.00E-08,1.220029603
CuO,EG,0.04,40,1.25E-07,1.220239326
CuO,H2O,0.05,40,5.00E-08,1.220314307
CuO,EG,0.04,30,6.00E-08,1.220610612
CuO,H2O,0.03,60,8.00E-08,1.220782522
CuO,EG,0.04,35,8.00E-08,1.220790064
Al2O3,H2O,0.05,60,1.00E-07,1.221059959
CuO,H2O,0.025,55,5.00E-08,1.221251329
CuO,H2O,0.03,25,1.00E-08,1.221956384
CuO,EG,0.04,25,3.00E-08,1.221957774
Al2O3,H2O,0.035,50,4.00E-08,1.222077182
CuO,H2O,0.04,20,1.00E-08,1.222229301
CuO,EG,0.035,50,1.25E-07,1.222247559
Al2O3,H2O,0.035,45,3.00E-08,1.222275534
CuO,EG,0.04,35,7.00E-08,1.222431274
CuO,EG,0.04,30,5.00E-08,1.222526713
CuO,EG,0.025,50,4.00E-08,1.222544048
Al2O3,H2O,0.045,45,4.00E-08,1.222999287
CuO,EG,0.035,35,2.00E-08,1.22334854
CuO,EG,0.04,40,1.00E-07,1.223399979
Al2O3,H2O,0.05,50,6.00E-08,1.223633699
CuO,EG,0.025,45,2.00E-08,1.22366601
CuO,EG,0.04,20,1.00E-08,1.224116381
Al2O3,H2O,0.04,25,1.00E-08,1.224182916
CuO,H2O,0.045,60,1.25E-07,1.224343825
CuO,EG,0.04,35,6.00E-08,1.224619554
CuO,H2O,0.04,30,2.00E-08,1.224653387
CuO,EG,0.035,45,6.00E-08,1.2249974
CuO,H2O,0.03,55,6.00E-08,1.225149634
CuO,EG,0.04,40,9.00E-08,1.225155896
CuO,EG,0.04,30,4.00E-08,1.225400863
CuO,H2O,0.02,50,3.00E-08,1.225599357
Al2O3,H2O,0.035,55,5.00E-08,1.225906899
CuO,EG,0.03,35,1.00E-08,1.225907017
CuO,H2O,0.02,60,5.00E-08,1.22632165
CuO,EG,0.03,55,9.00E-08,1.226327755
Al2O3,H2O,0.015,55,2.00E-08,1.226519973
CuO,EG,0.04,25,2.00E-08,1.226545278
CuO,EG,0.04,45,1.50E-07,1.226922166
CuO,EG,0.04,40,8.00E-08,1.227350794
CuO,EG,0.04,35,5.00E-08,1.227683146
CuO,EG,0.035,40,3.00E-08,1.227739973
Al2O3,H2O,0.045,40,3.00E-08,1.228101097
CuO,EG,0.025,40,1.00E-08,1.22851833
Al2O3,H2O,0.025,45,2.00E-08,1.22852773
CuO,H2O,0.035,55,7.00E-08,1.229047939
CuO,EG,0.03,50,6.00E-08,1.229525921
CuO,EG,0.04,40,7.00E-08,1.230172805
CuO,EG,0.04,30,3.00E-08,1.230191114
CuO,EG,0.035,55,1.50E-07,1.230216663
CuO,EG,0.025,60,8.00E-08,1.230295098
Al2O3,H2O,0.03,30,1.00E-08,1.230451105
CuO,EG,0.03,45,3.00E-08,1.230627063
CuO,H2O,0.045,35,3.00E-08,1.230801766
CuO,EG,0.04,45,1.25E-07,1.230951196
CuO,H2O,0.035,60,9.00E-08,1.231934557
Al2O3,H2O,0.01,50,1.00E-08,1.231965577
CuO,EG,0.03,60,1.25E-07,1.232015748
CuO,EG,0.04,35,4.00E-08,1.232278534
CuO,EG,0.035,50,1.00E-07,1.232755101
CuO,H2O,0.04,55,8.00E-08,1.232946244
CuO,EG,0.02,60,5.00E-08,1.233500932
CuO,H2O,0.035,45,4.00E-08,1.233544484
CuO,EG,0.035,45,5.00E-08,1.233810901
CuO,EG,0.04,40,6.00E-08,1.233935486
CuO,EG,0.035,30,1.00E-08,1.234948979
Al2O3,H2O,0.045,50,5.00E-08,1.23497332
CuO,EG,0.03,55,8.00E-08,1.235390001
CuO,H2O,0.05,45,6.00E-08,1.235971688
CuO,H2O,0.05,50,8.00E-08,1.236330425
CuO,H2O,0.045,55,9.00E-08,1.236844549
Al2O3,H2O,0.03,55,4.00E-08,1.236868728
CuO,EG,0.025,55,5.00E-08,1.236938441
CuO,EG,0.04,45,1.00E-07,1.236994739
CuO,H2O,0.035,40,3.00E-08,1.237629616
CuO,H2O,0.045,50,7.00E-08,1.237974626
CuO,H2O,0.045,40,4.00E-08,1.23849822
CuO,EG,0.035,50,9.00E-08,1.238592625
CuO,H2O,0.025,60,6.00E-08,1.238939117
CuO,EG,0.04,40,5.00E-08,1.23920324
Al2O3,H2O,0.02,50,2.00E-08,1.23924455
CuO,EG,0.04,30,2.00E-08,1.239771615
CuO,EG,0.04,35,3.00E-08,1.239937514
CuO,EG,0.015,55,2.00E-08,1.240035321
CuO,EG,0.04,25,1.00E-08,1.240307792
CuO,EG,0.04,45,9.00E-08,1.240352264
CuO,EG,0.035,55,1.25E-07,1.240366378
Al2O3,H2O,0.05,55,7.00E-08,1.240373201
CuO,H2O,0.05,55,1.00E-07,1.240742854
CuO,EG,0.015,60,3.00E-08,1.240812172
Al2O3,H2O,0.045,60,8.00E-08,1.241346804
CuO,EG,0.045,25,1.50E-07,1.241444987
Al2O3,H2O,0.04,60,7.00E-08,1.241446581
CuO,H2O,0.04,50,6.00E-08,1.241491215
CuO,H2O,0.04,60,1.00E-07,1.241621161
CuO,EG,0.045,30,1.50E-07,1.2417201
CuO,EG,0.045,25,1.25E-07,1.241857863
Al2O3,H2O,0.05,60,9.00E-08,1.241994695
CuO,EG,0.045,20,1.50E-07,1.242096796
CuO,EG,0.045,20,1.25E-07,1.242240141
CuO,EG,0.045,35,1.50E-07,1.242357375
CuO,EG,0.045,20,1.00E-07,1.242455158
CuO,EG,0.045,25,1.00E-07,1.242477176
CuO,H2O,0.01,45,1.00E-08,1.242520915
CuO,EG,0.045,20,9.00E-08,1.242574612
CuO,EG,0.045,30,1.25E-07,1.242582346
